,gmap_id,Nombre,Estado,Promedio,Valoraciones,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Takeout,Delivery,Asientos Discapacitados,Estacionamiento Discapacitados,Almuerzo,Cena,Comer Solo,Grupos,Turistas,Debito,NFC,Credito,Servicio Rapido
143073,0x864c1ef8fc744f2d:0xeab1279533ed94af,Rajula's Kitchen Express,Texas,3.4,53.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
143118,0x863ece6ef2d796a3:0x9f9b509ca2ea323b,Godfather's Pizza Express,Texas,3.7,36.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143124,0x8640c74d9754458b:0xf78637cee9f71a0f,Sofrito Houston,Texas,4.7,28.0,48.0,35.0,159.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143138,0x864c295aad02137f:0x67e9eca2cdfceb14,Side Door Taco,Texas,4.3,18.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143170,0x86659f8f39b29f6d:0x33417a42bc8c6a37,Guerrero's Restaurant,Texas,4.6,25.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
143171,0x8665a0a48bd122f3:0x3c19cdbf6c1f75e7,Sally Beauty,Texas,3.8,34.0,17.0,15.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143172,0x8640d719451067e1:0x22636f4d7bd3217,Dolce Fini,Texas,5.0,24.0,91.0,35.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143173,0x86473d51203d8899:0xd578b72e54625ed2,Toasted Yolk,Texas,3.9,8.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143196,0x865c66cd375c7b0f:0xd8e0fb49867b813,Circle K,Texas,3.5,6.0,159.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
143198,0x8640c9008e4b7a87:0xa1c34d592ae5ec20,Taqueria Tavera,Texas,4.4,5.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143200,0x864ea4d001871937:0x2168b6c7e32f5cce,Shell,Texas,3.7,46.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143201,0x8640ca35baf4f5e1:0x26e5719e844630c2,The Branding Iron Sports Bar,Texas,3.9,57.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143214,0x86fbd9ec3fffbd13:0x21127dbd740dde4f,AV Butter,Texas,3.9,117.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143217,0x86fbd96e93158c91:0x601b9c2d5e75eefd,Tall City Bistro,Texas,5.0,6.0,159.0,59.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
143222,0x8651b707340d6151:0x32faabd9e20a607c,Bar C Bar & Grill,Texas,3.5,47.0,86.0,65.0,4.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
143223,0x8651b7e449af9d65:0x1195ed4513ab2d4f,La Manzana,Texas,4.6,5.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143229,0x8669ab3a08348faf:0x5a380cd80bb0d346,Pizza Hut,Texas,2.6,28.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143230,0x86472ff7e54491e9:0xd18479b03e29cc53,Bulls & Bellows,Texas,4.7,8.0,65.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
143231,0x8640d89978391743:0xf1c645003a5fd8eb,Bennigan's,Texas,3.0,8.0,62.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143262,0x863eb73481dfbf6d:0xfe3697e8b274418b,Sally Beauty,Texas,3.5,18.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143269,0x864c34815dda94cf:0x23a91ce5b4e45b88,Subway,Texas,4.1,54.0,298.0,21.0,61.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
143286,0x865c5f801209b897:0xa3d1f1b52fc97565,White Dragon Chinese Food,Texas,4.2,27.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143290,0x864c2b324144de5b:0xac46021a8502c9f9,Daily Pho,Texas,4.4,98.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
143291,0x864c29c96c0481ff:0x219ae96b4db0ee00,Wasabi Asian Cuisine,Texas,4.8,38.0,81.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143292,0x864c25445dccc273:0x1746e8e46e7ac944,Mr. Dumpling,Texas,4.1,37.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
143297,0x864736c226a9535d:0xc5db23c6236557b6,Noodles & Company,Texas,3.6,45.0,48.0,35.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
143327,0x8640c2c4fdb387a9:0x4e696bc1d10ba9be,Ding Ding Restaurant,Texas,4.2,25.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143365,0x8640cd21e83655b7:0xda53c57e6040cd61,Dickey's Barbecue Pit,Texas,3.3,18.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
143366,0x8640ccc61fd258f3:0xa1dd530e60c940b5,Strackfest,Texas,2.5,8.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143367,0x8640cd16540e056b:0xc6612af3bdb751cc,Raoul's Italian Grill,Texas,3.9,8.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143370,0x864cfefa8e30a4d3:0x6df50ef8741d7537,Whiskey River Sports Bar & Grill,Texas,3.9,38.0,144.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143371,0x864cf15f53a516cb:0xb1061ee1729a9294,Little Johnnys Roadhouse,Texas,4.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143379,0x865f6968fd2ff11b:0x8252d67e6b7b89f3,Little House Grill,Texas,4.6,17.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
143380,0x865ca98ddf5c0f69:0x296ecfbace5030e1,Laredo Taco Company,Texas,3.0,2.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143384,0x86686b857539b19b:0x9f2cddbc56f7ff9a,Sinton Donuts,Texas,4.5,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
143392,0x8640c4289fa22e25:0xd9b502a4b9942782,Otilia's Mexican Restaurant,Texas,2.5,6.0,163.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143393,0x8640c48a445f439b:0xddf44b8224e295d7,Snow Peas,Texas,5.0,3.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143419,0x8640bffd434d1d63:0xced0e621301a3c5a,Nuksy’s Table,Texas,5.0,16.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143423,0x86473eb006e45a4f:0xa88dcfe8d501f34e,Taqueria Mexicana,Texas,4.1,15.0,159.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143457,0x86409316e9567547:0xa20becc283bea04e,Ambrosia Island Restaurant,Texas,4.2,45.0,13.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143460,0x8644b467facd84c5:0x3c89266a561853e0,Circle K,Texas,3.4,8.0,159.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
143468,0x865b33cad5cb2875:0xbe6592331dc47184,It's Just Wings,Texas,3.2,5.0,159.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143473,0x864ee99dc85286a5:0x99f3b94aacad3e20,Donut Time,Texas,4.7,18.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143498,0x865ce37954dcc76b:0x414493413e6d9c3c,Veliz Mexican Restaurant,Texas,4.4,66.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143501,0x8640c7e6f44394c3:0x774f7413f8dfbf95,Green Earth,Texas,5.0,128.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
143506,0x864e71a1a192e8e9:0xf7459036aac51677,Galveston Cafe,Texas,4.5,18.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143561,0x86473332bbe1c915:0x661a49c9e901723e,Tropical Smoothie Cafe,Texas,4.7,57.0,91.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
143562,0x8646823c771f162b:0xda008addca290e2,Subway,Texas,4.2,39.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
143569,0x8640e626dfcb59a3:0x5cde634f109d9fd,Estelle bridal,Texas,4.4,55.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
143572,0x86fc666b4ea7f8c7:0xb3624885445c03e3,El Taco Loco,Texas,4.0,48.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143573,0x86fc57d9333bfe6b:0x6cd1446a82f5dcdd,Lupita’s Burritos,Texas,4.8,18.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143590,0x865ff39b876d7175:0xcd6fe8ca01a0e866,IHOP,Texas,3.3,37.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
143593,0x864213f4edc1920f:0x9bc8d396bcaa0623,Shack,Texas,4.0,48.0,48.0,35.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
143605,0x86e743c1b1adc32d:0x8d63b5af37cfcbf3,Okoli,Texas,3.8,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
143607,0x86e74474bc944d75:0x7e372baddffa3298,Agave Azul,Texas,4.0,18.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
143625,0x864eba70e5b26e11:0x5f83275c6dd8181f,El Rincon,Texas,4.2,48.0,144.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143628,0x8705b75c83987783:0xa55a4303f79aa8b3,Carniceria El Torito,Texas,4.5,37.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143629,0x865c5ffa4d8f6a1b:0xc75b14475fca6a3e,Pueblo Viejo Mexican Restaurant,Texas,4.2,12.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143652,0x8640c74932809dc9:0x84d68a810d63204e,Taqueria Roxana,Texas,4.6,98.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143653,0x8640a49f80fc3acd:0x5d9995a4bd7397be,Viva Jalisco Taqueria,Texas,4.3,8.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143659,0x865da6f6532cb035:0x7d96b7c80d76ea72,Subway,Texas,4.2,76.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
143663,0x86344129907e83c7:0x80cb91a456db25bd,Carey's Country Cooking,Texas,4.6,28.0,159.0,21.0,91.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143666,0x8666ed41066453ad:0xc04362752e062f25,Taqueria El Tejano,Texas,4.4,38.0,91.0,55.0,159.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
143674,0x8640c9c3ef21c93d:0x16a3d6df09587354,La Michoacana Meat Market,Texas,3.4,77.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143679,0x864c1ffaede28457:0xad75ecbeb953bd83,Pokeworks,Texas,4.4,34.0,34.0,62.0,48.0,110.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
143696,0x86406a8cd59ab551:0xda459e3d2c25e137,Minute Market Indian Food,Texas,3.3,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143719,0x8668f56068fafffd:0x10d8b14d6b072120,Crazy Point,Texas,3.8,8.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143750,0x8640cde69b39ac9f:0x429255620ecb7c8a,59 Diner,Texas,2.5,47.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143763,0x8646851bc47413b1:0xf7ade0c516df9a,Zoner's,Texas,3.9,72.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143764,0x86468594991f590b:0xe7b8230d61b16409,Domino's Pizza,Texas,4.1,37.0,159.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143799,0x865c044012bf81a1:0xdfbc630d985153ea,Mulberry St. Pub & Grub,Texas,4.7,58.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143802,0x864e6910e5d0a333:0x64ab5a9f71be3561,Sally Beauty,Texas,3.7,33.0,62.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143807,0x865bc0f875b5be9b:0xfa87bb8e23772b82,Sweet Marley's,Texas,4.7,3.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143809,0x86ddf88555555565:0x723f8cab99bd0cf6,Hot Dog on a Stick,Texas,3.6,27.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
143818,0x864c272b1abc061d:0x586e04d5ffe441d8,MI HONDURAS RESTAURANTE,Texas,3.7,83.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143878,0x8641442b5974684d:0x8f26887808c83131,Sealy Country Market #2,Texas,4.1,18.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143889,0x865c653e47f4b011:0x5b1d5e491dc5d050,Juice Joint,Texas,4.5,127.0,21.0,55.0,86.0,48.0,35.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
143912,0x864481da46100035:0xaa2bfdae2339f115,Taqueria Titas,Texas,4.8,31.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143913,0x864375fcfef5b095:0x980e794690afbc58,El Toro Viejo,Texas,3.9,13.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
143915,0x8640ca44a5a97b55:0x2e0dc6290604353e,King Cheesecake Co,Texas,4.6,26.0,48.0,35.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143916,0x8640cc45fa7ac033:0x1efbe00c41e8f0a1,Oooh LaLa Elite Cupcakes,Texas,4.0,38.0,164.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143921,0x8640c580e3f16383:0xf983c609c43edf15,Texadelphia,Texas,4.3,58.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
143926,0x864e47c83df7c55d:0xa7ef7aa96cc4717,King Buffet,Texas,3.3,25.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
143927,0x865c5e0a188c49cd:0xd3ad13e9b5c69675,Mision de San Antonio,Texas,4.5,8.0,62.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143934,0x864c29cd263372b7:0x681c8f54a7690fcd,STOP-N-GO GYROS Mediterranean / Greek,Texas,4.7,42.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
143939,0x8649ac36437c6f89:0x44b3c4655195b003,Red Hot Restaurant Equipment,Texas,5.0,3.0,32.0,55.0,48.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143973,0x864e0f8d3af095f9:0xf7bd592bfbe086ae,IDC Burgers,Texas,4.1,36.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143974,0x864e7b2df344dae1:0xdacc3805b1bd8610,Eddie Jr's BBQ & Catering,Texas,4.8,18.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
143975,0x864e770681e0aa97:0x7cde03ce2991da1,Famous George's Cafe,Texas,3.9,24.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
144012,0x864c2b13efed27b1:0xcaf86f9be0794ce1,Jr's Stone Oven Pizza,Texas,5.0,2.0,55.0,59.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144013,0x864711972ccf57ef:0xfdf1fdb4ecc84a5f,City Cafe,Texas,3.6,13.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144014,0x864613b053a762f3:0xb74e180f43df2ed7,Hot Rods Tavern,Texas,5.0,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
144048,0x8640d30bb4b7d0a1:0x722320bac4795d7e,Papa John's Pizza,Texas,3.6,78.0,4.0,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144058,0x8644cb3b634cb8ab:0x67d2742875be3c81,JuiceLand,Texas,4.5,84.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
144060,0x8640c72d85a1f75b:0xcf9051d77fdc0646,Pacific Coast Tacos,Texas,4.5,64.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
144071,0x864ea7795a0a3cd1:0x3350cd57bc2eacd3,Luigi's Cafe,Texas,4.8,8.0,13.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144129,0x864c1d8572567255:0x933abca4336f6b09,QuikTrip,Texas,4.3,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144130,0x864c055512990a0b:0x9c8267e02fcd7873,Lucas Food Mart,Texas,4.1,27.0,61.0,159.0,64.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
144131,0x86659d332791cf37:0x38d479d5b5a85340,El Pinguino,Texas,4.7,98.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
144179,0x864c2ee508b73111:0x7329adcc42314ca0,Painting with a Twist,Texas,4.7,114.0,48.0,35.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144182,0x8640d101bd79bbe5:0x2a92ac144728e32e,JLB Eatery,Texas,4.8,78.0,45.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
144183,0x8640d15cbfcb66c1:0xe9a8a808ad3dc6ab,Ruby's Taqueria,Texas,4.3,65.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
144184,0x8640d3e1ef65a8cb:0x9423989ceb4a79f7,Taqueria Tia Maria,Texas,4.0,18.0,15.0,19.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
144201,0x86411dbffc5dd471:0xd66f7efca700b02c,Pizza Hut Express,Texas,3.0,7.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
144244,0x865b338c58b0bd79:0xb0b3d4d4465ce608,Tangent Cafe & Catering,Texas,4.6,27.0,159.0,8.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
144249,0x8648471b741ddddf:0x8bcfec6eb9ab1643,Al's BBQ,Texas,5.0,3.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
144273,0x8644b5e526e53abf:0xa6164bb4709c045f,Earth and Sun Skin Therapy,Texas,5.0,7.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144274,0x8644b5c083c17017:0xe805ccbc4a6f269b,Veracruz All Natural,Texas,4.5,8.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
144286,0x86430b706b51947b:0xa941aae1d67cc0a4,Bryans Daily Treat,Texas,4.7,38.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
144288,0x864e7d1e1dc61bef:0x41997c5a98be0d6d,225⁰ BBQ at Division Brewing,Texas,4.9,36.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
144289,0x864525f20e916011:0x6bb07b8f80855d8,Polar Extreme Shaved Ice / The Snow Cone Shack of Jarrell,Texas,4.8,14.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
144298,0x8642e5a9147f26c9:0x289edd7fbc1bb1de,Horsin Around Bar & Grill,Texas,4.4,28.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
